137825469,Draw
138642579,Draw
125479836,Draw
193628745,Draw
137456892,Draw
157398624,Draw
169857324,Draw
179456283,Draw
124538679,Draw
169374528,Draw
192647538,Draw
192768534,Draw
157369428,Draw
159426783,Draw
126534798,Draw
182536794,Draw
145962378,Draw
149325768,Draw
189243576,Draw
185472693,Draw
123498567,Draw
182496357,Draw
194827536,Draw
159623784,Draw
163928574,Draw
146328957,Draw
127369584,Draw
162398574,Draw
147689235,Draw
185362749,Draw
189436725,Draw
126354879,Draw
124673985,Draw
156324789,Draw
136498572,Draw
159734862,Draw
164932758,Draw
193278456,Draw
179342568,Draw
164359728,Draw
128753649,Draw
138946527,Draw
127483596,Draw
138469257,Draw
195267834,Draw
143968752,Draw
186239754,Draw
125948763,Draw
187495362,Draw
136798452,Draw
176438925,Draw
139725684,Draw
145923687,Draw
127645938,Draw
127438659,Draw
142367598,Draw
197245863,Draw
172859463,Draw
157826934,Draw
137485629,Draw
178245396,Draw
157438926,Draw
153974682,Draw
172958634,Draw
136472859,Draw
153986427,Draw
184723596,Draw
169487352,Draw
157468329,Draw
139786245,Draw
124856973,Draw
149376582,Draw
164583927,Draw
172964358,Draw
147652398,Draw
193684257,Draw
148729635,Draw
172894635,Draw
194375862,Draw
124867593,Draw
189423765,Draw
176492538,Draw
173946285,Draw
156847923,Draw
186345279,Draw
126385794,Draw
176328945,Draw
185972463,Draw
146793258,Draw
125978463,Draw
174582963,Draw
193547826,Draw
162345798,Draw
178593624,Draw
123945768,Draw
146728359,Draw
156397248,Draw
126837459,Draw
147936285,Draw
193267845,Draw
136498725,Draw
147635298,Draw
154739682,Draw
187935624,Draw
192684573,Draw
189426375,Draw
164397285,Draw
159673482,Draw
173926458,Draw
193487625,Draw
145732968,Draw
139864527,Draw
135476289,Draw
152479638,Draw
185274639,Draw
137562489,Draw
147326589,Draw
164935728,Draw
179638245,Draw
149563278,Draw
168759243,Draw
125738469,Draw
132589674,Draw
198765423,Draw
189732564,Draw
196237854,Draw
194352876,Draw
187246539,Draw
159237486,Draw
198475236,Draw
139274658,Draw
126597348,Draw
138694752,Draw
186573429,Draw
152794836,Draw
173569428,Draw
158673924,Draw
157296384,Draw
145389672,Draw
179582463,Draw
165384972,Draw
179845632,Draw
174296538,Draw
195326487,Draw
187324596,Draw
189435627,Draw
157436928,Draw
158273694,Draw
164278935,Draw
186254973,Draw
138694527,Draw
128456379,Draw
165427839,Draw
127854936,Draw
124635987,Draw
127984653,Draw
164973582,Draw
128934675,Draw
157386492,Draw
148796325,Draw
125764839,Draw
183692457,Draw
173248659,Draw
132578469,Draw
153896427,Draw
198746352,Draw
159843276,Draw
184729536,Draw
143268579,Draw
195746823,Draw
165987243,Draw
147952683,Draw
168329754,Draw
132785649,Draw
138762594,Draw
123784956,Draw
157423698,Draw
165294873,Draw
189562347,Draw
189345276,Draw
178394526,Draw
147358926,Draw
164598273,Draw
195637482,Draw
127964385,Draw
198476532,Draw
182496357,Draw
173485692,Draw
153869724,Draw
196538247,Draw
187639452,Draw
125463798,Draw
135972684,Draw
178326945,Draw
165329784,Draw
154687329,Draw
178962354,Draw
157634892,Draw
124956387,Draw
135784296,Draw
157936482,Draw
124867539,Draw
159468732,Draw
139765842,Draw
136297548,Draw
135284697,Draw
126875493,Draw
127864593,Draw
136847259,Draw
182476359,Draw
146798325,Draw
182473956,Draw
174256389,Draw
195742386,Draw
129475638,Draw
163954827,Draw
135724698,Draw
172954386,Draw
156738492,Draw
172654893,Draw
173862495,Draw
147396825,Draw
138459762,Draw
142985637,Draw
123468579,Draw
178965432,Draw
152678493,Draw
179426538,Draw
175498623,Draw
164357982,Draw
125674938,Draw
178942635,Draw
187963425,Draw
143729685,Draw
163529784,Draw
179532468,Draw
185697423,Draw
152783496,Draw
138245796,Draw
192837546,Draw
138524769,Draw
196348275,Draw
163458279,Draw
197658243,Draw
143867592,Draw
139758462,Draw
158643792,Draw
127685349,Draw
137425896,Draw
147835269,Draw
185647932,Draw
126758493,Draw
195263748,Draw
189742536,Draw
129547836,Draw
187942563,Draw
173528946,Draw
164982375,Draw
197235846,Draw
165723498,Draw
192743568,Draw
146527893,Draw
146582379,Draw
124389675,Draw
137258469,Draw
154739268,Draw
163725984,Draw
156793482,Draw
123897654,Draw
174965238,Draw
167429835,Draw
176583942,Draw
142357896,Draw
129584367,Draw
164285379,Draw
172364958,Draw
132865974,Draw
179325468,Draw
193524786,Draw
173954862,Draw
127956843,Draw
138652749,Draw
186739452,Draw
152764983,Draw
154673829,Draw
197486253,Draw
124978563,Draw
192467358,Draw
132657948,Draw
136254978,Draw
142953876,Draw
189354267,Draw
169378254,Draw
174653928,Draw
186279453,Draw
127854396,Draw
124539867,Draw
183749256,Draw
165284793,Draw
187543296,Draw
195784623,Draw
184236975,Draw
134827965,Draw
145982673,Draw
148563972,Draw
167253498,Draw
183756942,Draw
148932675,Draw
138945726,Draw
162937845,Draw
192854736,Draw
172539846,Draw
167395482,Draw
165894273,Draw
185926347,Draw
164957283,Draw
132498657,Draw
189432765,Draw
158294637,Draw
146298537,Draw
139652784,Draw
127349685,Draw
173546982,Draw
175624389,Draw
136584729,Draw
175938264,Draw
138467295,Draw
157324689,Draw
126543978,Draw
158376294,Draw
149273685,Draw
157462389,Draw
164823579,Draw
145826397,Draw
126784953,Draw
129347865,Draw
152748396,Draw
176823495,Draw
168357249,Draw
123657984,Draw
179856423,Draw
179265483,Draw
173469582,Draw
173845926,Draw
195782346,Draw
142385976,Draw
153472986,Draw
129687354,Draw
168259734,Draw
137568492,Draw
132587496,Draw
123586947,Draw
195487623,Draw
132654789,Draw
179865432,Draw
163785249,Draw
153286749,Draw
165398472,Draw
136745298,Draw
169824537,Draw
194653278,Draw
162983475,Draw
154628793,Draw
174932685,Draw
197253846,Draw
157842396,Draw
174852693,Draw
168734952,Draw
186793254,Draw
197236458,Draw
138597246,Draw
173548296,Draw
176489532,Draw
193784526,Draw
187936245,Draw
178243956,Draw
149327856,Draw
197265348,Draw
196354872,Draw
183497256,Draw
185367492,Draw
172695843,Draw
158976432,Draw
198753642,Draw
164825397,Draw
175624983,Draw
194826573,Draw
179436852,Draw
189247356,Draw
185269347,Draw
162483759,Draw
138946752,Draw
168725934,Draw
163987542,Draw
125798463,Draw
187532469,Draw
163498527,Draw
192634785,Draw
175239864,Draw
126749835,Draw
168475392,Draw
179345862,Draw
179832456,Draw
147823659,Draw
152374986,Draw
145289673,Draw
149572386,Draw
134286759,Draw
148932675,Draw
187635249,Draw
145273869,Draw
192364587,Draw
143572968,Draw
174823659,Draw
176428935,Draw
175836294,Draw
167492835,Draw
145368972,Draw
135892746,Draw
159342867,Draw
136925748,Draw
184396527,Draw
183462957,Draw
169523784,Draw
137682459,Draw
197638254,Draw